Term English [en] en,Notes English,Term French ,Notes French Sandrine,Notes French Hugo,Category
copy,"Please pay attention to the context: copy text OR creative copy: ""copy"" in the context of marketing, PM and content writing etc. simply means ""text"" (in the sense of advertising text).",Copier
content planning,,planning éditoriale / planning de contenu
condition,,condition
contact sales,,contact commercial
customer success team,,équipe service client
dashboards,display different widgets to see your data in multiple ways,tableaux de bord
contact us,,contactez-nous
cool tip,"Product example: ""Cool tip: press on CTRL+B to search quickly""",astuce
CRM,Costumer Relationship Management,CRM
disable,,désactiver
existing,,actuel,"check if it's in masculine, feminine or plural form"
dropdown,,Menu déroulant
email marketing,"Email marketing is a form of marketing that can make the customers on your email list aware of new products, discounts, and other services.",e-mail marketing
enterprise-grade security,,sécurité avancée
embed,,intégrer
enable,,activer
embeded,,intégré,"check if it's in masculine, feminine or plural form"
for enterprises,,pour les entreprises
form,,formulaire
due date,,échéance
formula,"used in: ""Formula column""",formule
feature,often used as in: new feature request,fonctionnalité
deal,"Sales terminology: a ""deal"" is a qualified lead",contrat/opportunité
forms,,formulaires
employee onboarding,,intégration des employés
existing tools,"Example: ""Integrate your existing tools with monday.com""",outils actuels
folder,,dossier
folders,,dossiers
free tier,Our free subscription plan,forfait gratuit
feed (n),,fil
expand,,déplier
guests,,Invités
end-to-end,Similar to a-z,de bout-en-bout / de A à Z
email,,e-mail
freelancer,,freelance
files column,allows you to add a file to the item,colonne Fichier
facilities requests,Type of board - requests from facilities team,demandes d'installations
drag and drop,,Glisser et déposer
in process,,En cours
inbound sales,,ventes entrantes
inbox,,boîte de réception
high level board,,tableau général
gantt,,Gantt
info box,,boîte d'info
interaction,,Interaction
Info Boxes,,Boîte d'info
integration Center,,Centre des intégrations
heatmap,used to show user behavior on specific webpages or webpage templates.,Heat map
in one place,"example: ""All your tasks in one place'",dans un seul espace
insight,,Idées /information
IT team,Information Technology team,équipe informatique
inbox,,boîte de réception
item card,a feature that lets you see the item in a visual costumized way,Fiche de l'élément
billing,,facturation
at item level,,au niveau de l'élément
bugs queue,"A bugs queue is an organized way to track any and all flaws that appear within your software. Once you identify bugs, you can manage and prioritize them via a bugs queue.",liste des bugs
content calendar,a calendar used to planning content release,calendrier éditorial / calendrier de contenu
build,"for example, build a board",créer
archive,,archive
auto number,,numérotation automatique
best practice,,bonnes pratiques / conseils
assignee,,responsable
icon,,icône
iteration,,itération
integration,,Intégration
help center,,centre d'aide
item,"items are a core object in the platform. Items are the objects that hold the actual data within the board, to better illustrate this, you can think of a board as a table and an item as a single row in that table.",élément
K,"The letter K, used in English as an abbreviation for ""thousand"" (100K for example)",K
kickoff meeting,The first meeting of a project - This meeting is the time to establish common goals and the purpose of the project.,meeting de lancement
like,"as in ""like"" button",J'aime
link,,Lien
kickoff,The first meeting of a project - This meeting is the time to establish common goals and the purpose of the project.,lancement
low level board,,tableau détaillé
map view,One of monday's views - lets the user view the board information on a map,vue sur carte
manage,,gérer,manager if we talk about people
low-level board,,tableau détaillé
mapping,,représentation,"for marketing/strategy, we can also keep mapping"
monday Apps Framework,,Structure des apps par monday
meet,,découvrez
Elevate,,Elevate
dedicated,,dédié
deadline,,échéance
dashboard,,tableau de bord
high-level board,,tableau général
Google Calendar,Should be in English,Agenda Google
dropdown column,,Colonne déroulante
date column,,colonne date
IT operations,Information Technology,opérations informatiques,"We can also ""opérations IT"" if it's too long"
learn more,,En savoir plus
lead,"Sales term: the ""lead"" is a potential customer",prospect
left panel,,panneau de gauche
let's say,,disons
low code no code,a way in which we refer to our product - simply used without any code knowledge,low code/no code
main boards,,tableaux principaux
launch,start or set in motion,lancer
in progress,,en cours
join us,,rejoignez-nous
media coverage tracking,,suivi de la couverture médiatique
listing,Real estate listing,listing
monday workdocs,"LEAVE IN EN, lowercase",monday workdocs
kanban board,"A view that presents items visually (on a board or dashboard), allowing team members to see the state of every piece of work at any time.",tableau Kanban
monday dev,,monday dev
link to Item column,a column that allows you to link an item from another board,lien vers la colonne Élément
marketing plan,,plan marketing
monday sales CRM,,monday sales CRM
notifications,,notifications
monday,,monday
member,,utilisateur
nonprofits community,,Communauté des ONG
my work,a feature that shows the relevant items for you - taken from several boards you are member of,mon travail
monday work management,,monday work management
numbers column,a column that allows you to display numbers,colonne Chiffres
nonprofit program,,programme pour les ONG
monday Apps,,monday Apps
monday.com,,monday.com
mirror column,a column type that allows the user to mirror items from one board in a different board,colonne miroir
nonprofit plan,,Forfait pour les ONG
manufacturing,,fabrication
members,,utilisateurs
one platform,"example: ""one platform to manage your tasks""",une seule plateforme
opportunity management,Opportunity management—sometimes called pipeline management—is the process of organizing and tracking the deals in your sales pipeline.,gestion des opportunités
pain point,Pain points include any problems the customer may experience along their journey.,difficulté
monday marketer,,monday marketer
monday projects,,monday projects
over time,,à terme
no credit card needed,,aucune carte de paiement nécessaire
monday CRM,LEAVE IN EN,monday CRM
mobile,,mobile
owner,,Responsable/Propriétaire
get started,often used as CTA in the website and landing pages,Commencer
high level,"talking in general, or an important forum involving important people",général / haut de gamme
free trial,Our free subscription plan,essai gratuit
group,,groupe
enterprise plan,Our Enterprise subscriotion plan,Forfait Entreprise
fundraising,,levée de fonds
high-level,"talking in general, or an important forum involving important people",général / haut de gamme
hide column summary,,cacher le résumé de colonne
features,,fonctionnalités
plan,,forfait
permission to access,,autorisation d'accès
overview,,vue d'ensemble
pitch,"Technical term in PM/Creative/Sales: the ""pitch"" or ""pitching"" is the short presentation of a product, an idea or a service that is intended to convince the client.",argumentaire,"""pitch"" can also be used in French"
partnership group,"As in ""Business partner"". A partnership is a formal arrangement by two or more parties to manage and operate a business and share its profits.",groupe de partenariat
PMO,project management office - used in project management industry,PMO
paying customer,,client payant
portfolio,,portefeuille
organization,,organisation
onboarding,,prise en main / intégration / accueil
outbound sales,,ventes sortantes
optional,,facultatif
people column,type of column - that allows you assign people to a specific item,colonne Personne
priority,Low/Medium/High,priorité
privacy policy,,politique de confidentialité
planning,,planning
phone column,allows you to add a phone number to the item,colonne Téléphone
private board,,tableau privé
quota attainment,"The Sales Quota Attainment metric measures the time it takes for a specific sales target to be hit, helping sales teams keep an actionable timeline in mind, and allowing sales managers to forecast future revenue",réalisation des quotas
project beta,,projet Beta
ready to use,,prête à l'emploi / clé en main
link column,The Link Column allows you to add an hyperlink to the item,colonne Lien
location column,allows you to add a location to the item,colonne Lieu
knowledge base,monday's help center,Centre de connaissances
HIPAA compliance,,Conformité HIPAA
in one central place,"example: ""All your tasks in one central place'",sur une plateforme centrale
long Text column,a column that allows you to display long text,colonne texte long
label,,Étiquette
leads,"Sales term: the ""lead"" is a potential customer",prospects
kanban,"A view that presents items visually (on a board or dashboard), allowing team members to see the state of every piece of work at any time.",Kanban
mobile app,,application mobile
main table,"Table = chart, not dining table",tableau principal
marketplace,,marketplace
monday.com Work OS,Work OS = Work Operating System,plateforme monday.com
on demand,for example - watch webinar on demand,à la demande
milestone,an action or event marking a significant change or stage in development.,jalon
multi-board guest,"a guest in monday account, who is a guest in a few boards",invité sur plusieurs tableaux
items,"items are a core object in the platform. Items are the objects that hold the actual data within the board, to better illustrate this, you can think of a board as a table and an item as a single row in that table.",éléments
note,,note
private boards,,tableaux privés
post-sales,Post-Sales refers to a collection of processes that you need to perform after a customer purchases your service. Give your customers an outstanding experience by planning a smoother post-sales process with our checklist.,après-vente
rating column,allows you to rate the item,colonne Classement
Q1,1st Quarter,T1 / 1er trimestre
R&D Team,,Équipe R&D
refund policy,,Politique de remboursement
request a demo,,demander une démo
pulse,"""Pulse"" is another name for board item.",élément
project alpha,,projet Alpha
RSVPs,,Réponses
roadmap,strategic plan that defines a goal or desired outcome and includes the major steps or milestones needed to reach it.,feuille de route
Q4,4th Quarter,T4 / 4ème trimestre
retrospectives,A meeting of software developers team in which the developers reflects on what happened in the iteration and identifies actions for improvement going forward.,rétrospectives
recipes,"reffers to an automation recipe - for example ""When X happens, notify Y""",formules
sales deck,,présentation commerciale
sales pipeline,The sales pipeline is a tool for converting leads into sales. It provides sales leaders with a visual representation of the different stages of the sales process ,pipeline des ventes
remote work,,télétravail
quick search,a feature for performing a quick search within the plarform,recherche rapide
recycle bin,,corbeille
release,usually refers to feature release,nouveauté
run,as in Run command,lancer
search everything,perform a search within monday,tout rechercher
search everything,a feature for performing wide search accross the plarform,tout rechercher
progress tracking,,Suivi de la progression / Progression des équipes
reporting,,reporting
recruiting,HR term,recrutement
partner,"As in ""Business partner"". A partnership is a formal arrangement by two or more parties to manage and operate a business and share its profits.",partenaire
office ops,Office operations,opérations administratives
plugin,similar to integration - a software component that adds a specific feature to an existing computer program.,plug-in
Q2,2nd Quarter,T2 / 2ème trimestre
search bar,,barre de recherche
person,,Personne / collaborateur
scope,"as in ""scope of work""",portée
save time,,gagner du temps
sales team,,équipe commerciale
seats,"Refers to as ""users"". For example - in the pricing page - 40 seats = 40 users",utilisateurs
social media calendar,,calendrier des réseaux sociaux
shareable boards,,Tableaux partagés
Q3,3rd Quarter,T3 / 3ème trimestre
search filter board feature,,filtres de recherche du tableau
pro plan,,Forfait Pro
sales rep.,short for Sales Representative,commercial
recipe,"reffers to an automation recipe - for example ""When X happens, notify Y""",formule
platform,,plateforme
report,,rapport / compte-rendu
paying account,,compte payant
permissions,,autorisations
pin,,épingler
revenue,Income,chiffre d'affaires
shortcut,,raccourci
solution,"a set of pre-made boards designed for a specific use case - for example, HR solution, Project Management solution, Construction solution",solution
Single Sign On,SSO,authentification unique
takeaway,Lesson learned,points clés / à retenir
string,,segment
sprint management,Sprint planning/management is an event that kicks off the sprint. The purpose of sprint planning is to define what can be delivered in the sprint and how that work will be achieved.,gestion de sprint
ticket,"for example: ""IT ticket"" is a ticket is a report or service request from the IT team",ticket
two-factor authentication,,authentification à deux facteurs
tutorial video,a platform walk-through/how-to video,tutoriel vidéo
subscribers,,abonnés
timeline,,échéances - Calendrier - Chronologie
Startup for Startup,,Startup for Startup
teammates,,collaborateurs / collègues
timeline column,type of column,colonne Echéances
timeline view,a view to present all the information from a board as a timeline,aperçu chronologique
to manage,,gérer
timeline summary,,résumé des échéances
text column,a column that allows you to display text,colonne Texte
team,,équipe
versus/VS.,,vs
vs,,vs
update section,The Updates Section is where you can communicate and collaborate with all your team members and collect important details of your item.,section de la mise à jour
updates section,,section des mises à jour
team lead,,chef d'équipe
table,,tableur / tableau
user,,utilisateur
use cases,,usage ; exemple
volunteer management,,gestion des bénévoles
Welcome to,,Bienvenue
twentyfour seven,,24h/24 et 7j/7
trigger,,déclencheur
virtual team,,équipe virtuelle
summary,,Résumé
tag,,tag
stuck,,Bloqué
subitem,,sous-élément
seat,usually referring to amount of users that can access the platform within a specific plan,utilisateur
Story points,"Story points are units of measure for expressing an estimate of the overall effort required to fully implement a product backlog item or any other piece of work. Teams assign story points relative to work complexity, the amount of work, and risk or uncertainty.",story points
streamline,become more efficient and effective by employing faster or simpler working methods.,simplifier / optimiser / rationaliser
sprint metadata,,metadata de sprint
SMB,"Short for ""small-medium busienesses""",PME
stakeholder,,partie prenante
tab,,onglet
template,,modèle
the next level,,niveau supérieur
world clock,,heure (selon fuseau horaire)
WorkForms,WorkForms,WorkForms
viewer,,Observateur
training,,formation
visual,,Visuel
vote column,type of column that allows users to vote to specific item,colonne Vote
trial,,essai
workdoc,,workdoc
team work,,travail d'équipe
tip,,conseil / astuce
to do,,To-do
team members,,collaborateurs
time tracking,,suivi du temps (dashboard)
view,,vue
update,,mise à jour
tier,,forfait
whiteboard,,tableau blanc
upgrade,,mettre à niveau / mise à niveau
workspace,"Workspaces can be thought of as large, organizational folders used to categorize the content in an account. They can be used to organize information according to different teams, projects, or whatever other categories your team operates with.",espace de travail
world Clock column,,Colonne Horloge mondiale
startup,,start-up
sprint,a set period of time during which specific work has to be completed and made ready for review. Each sprint begins with a planning meeting.,sprint/cycle de développement
seats,usually referring to amount of users that can access the platform within a specific plan,utilisateurs
standard plan,,Forfait Standard
sprint retrospective,The sprint retrospective is a recurring meeting of software developers held at the end of a sprint used to discuss what went well during the previous sprint cycle and what can be improved for the next sprint.,rétrospective de sprint
social media marketing,,marketing des réseaux sociaux
social media schedule,,calendrier des réseaux sociaux
social media,,réseaux sociaux
social media team,,équipe Social Media
status column,a column type to show the status of a certain item,colonne Statut
thumbed up,,J'aime
tags column,"a column that allows you to display tags (#work, #personal…)",colonne Hashtags
template center,,centre des modèles
terms of service,,Conditions d'utilisation
visualise,,visualiser
timeframe,,période
sync meeting,short team gatherings to go over tasks and statuses,Meeting régulier
workload,,charge de travail
task,,Tâche
gap analysis,,analyse des écarts
explore,,découvrir
Trusted by,,XXX nous font confiance
workflow,,processus de travail
track,,suivre
around the world,,dans le monde
unarchive,,désarchiver
widget,"Widgets are often used in a dashboard, for example - battery widget.",Widget
URL adresss,,adresse du site / lien URL
working on it,"""Working on it"" status",en cours
work without limits,monday's tagline. If it sounds bad in your language - please change it to something similar,Travaillez sans limite
voting column,type of column that allows users to vote to specific item,colonne Vote
widget,"Widgets are often used in a dashboard, for example - battery widget.",widget
work management,,gestion du travail
Work OS,Work Operating System,Work OS
default,,par défaut
won deal,categorizing the sale as 100% closed and completed,contrat signé
Gantt chart,,diagramme de Gantt
resource,,ressource/capital
Be the first,,Soyez les premiers
content team,,équipe de création de contenus
demo booth,,stand de démonstration
project manager,,responsable de projet / chef de projet
Work It Out,,Trouver des solutions
talk,,discussion / conférence
Epic,,epic
User Story,,user story
feedback,,feedback / commentaires / retour 
in the background,,en arrière-plan
enterprise client,,entreprise cliente
enterprise customer,,entreprise cliente
ent customer,,client ent
ent client,,client ent
HIPAA,,HIPAA
GDPR,,RGPD
Multi-level permissions,,autorisations multi-niveaux
AI Assistant,,Assistant IA
spaces,Don't translate when referring to monday spaces feature,espaces
smartling,,smartling
Smartling,,Smartling
prospect,,prospect
potential client,,client potentiel
rollout,,déploiement
contributor,,contributeur
sandbox,,sandbox
forecasted,,prévu/estimé
revenue,,chiffre d'affaires
pipeline,,pipeline
insights,,insights
out of the box,,prêt à l'emploi
master class,,masterclass
benchmark,,benchmark
unique,,unique
source of truth,,référentiel unique
pricing,,tarification
no-code,,no-code/sans code
Show all,,Tout afficher
Discovery,,Découverte
Pipeline (sales pipeline),,Pipeline
auto-enrich,A function in CRM solution,enrichissement automatique
burn-down chart,,burndown chart
Actual SP,,SP réels
burndown,,burndown
burndown chart,,burndown chart
daily standup,,stand-up
estimated SP,,SP estimés
scrum,,scrum
scrum team,,équipe Scrum
SP,,SP
monday product suite,,suite de produits monday
Live Chat,,Chat en direct
Parent template,,Modèle Parent
Child templates,,Modèle Enfant
monday service,,monday service
Managed template,,modèle de gestion
Managed template,,Modèle de gestion
weekly capacity,,capacité hebdomadaire
sales cycle,,cycle de vente
AI Blocks,,Blocs IA
Managed services,,Services managés
Agility,,Agilité
sponsor,,sponsor
canvas,,canvas / tableau blanc
alignment,,alignement
prioritization,,hiérarchisation
champion,,champion
No touch/High touch,,Avec interactions/Sans interactions
Lead generation,,Acquisition de prospects
capacity,,capacité
hierarchy,,hiérarchie
child,,enfant
parent,,parent
asset,,ressource/objet/asset
repository,,dépôt
performance,,performance
sales,,ventes / commerciaux
scale,,faire évoluer
outreach,,prospection
silo,,silo / cloisonnement
assign,,attribuer
placeholder text,,texte de remplissage
department,,service / département
AI-powered,,optimisé par l'IA - avec IA intégrée
insights,,insights
governance,,gouvernance
digital worker,,collaborateur numérique
executive,,managérial
prompt,,Prompt
Follow-up,,Relance
deck,,présentation / module
Trust Center,,Centre de sécurité
mitigation,,mesures correctives
metrics,,indicateurs
ceremony,,rituel
deliverability,,délivabilité
Rollup,,Consolidation
encrypt,,chiffrer
privacy,,confidentialité
bottleneck,,point de blocage
analytics,,statistiques
approach,,approche
upload,,importer
policy,,politique/règle
accountability,,traçabilité
Sidekick,,Sidekick
large,,fichier -> volumineux
sales funnel,,cycle commercial
Contributor,,Contributeur
sentiment,,sentiment
Notetaker (capital N),"Brand/product name (capitalized, e.g. ""monday Notetaker""). Keep in English — do not translate.",Notetaker
notetaker (lowercase),"Common noun in a sentence (lowercase, e.g. ""our AI notetaker""). Translate it.",outil de prise de notes
Starter

logic,,logique
inputs,,données d'entrée
Brand awareness,,Notoriété de la marque
enterprise readiness,,préparation opérationnelle
block,,module
revenue journey,,cycle commercial


Agent,,Agent,,,Product & Features
AI Agents,,Agents IA,,,Product & Features
AI Workflows,,Workflows IA,,,Product & Features
AI Notetaker ,,Notetaker IA,,,Product & Features
Vibe,,Vibe,,,Product & Features
monday sidekick,,monday sidekick,,,Product & Features
monday workflows,,monday workflows,,,Product & Features
monday agents,,monday agents,,,Product & Features
monday vibe,,monday vibe,,,Product & Features
monday campaigns,,monday campaigns,,,Product & Features
AI credits,,Crédits IA,,,Product & Features

AI App builder,,constructeur d'applis IA,,,New TERMS
AI Workflows,,Workflows IA,,,New TERMS
AI first,,AI first,,,New TERMS
Code Reviewer,,Relecteur de code,,,New TERMS
Meeting Scheduler,,Planificateur de réunions,,,New TERMS
Sales Agent,,Agent commercial,,,New TERMS
Service Agent,,Agent de support,,,New TERMS
Early access,,Accès anticipé,,,New TERMS
Agentic,,Agentique,,,New TERMS
Agentic workflows,,Workflows agentiques,,,New TERMS
revenue teams,,équipes commerciales,,,New TERMS
ticket triage,,triage des tickets,,,New TERMS
SLA,,SLA,,,New TERMS
Brands,,Marques,,,New TERMS
Branded,,Brandé / Aux couleurs de votre marque,,,New TERMS
2 way ,,bidirectionnel(le),,,New TERMS
Incident management,,gestion des incidents,,,New TERMS
AI Work Platform,,Plateforme de travail IA,,,New TERMS

rollout,"Marketing/launch context for product or feature deployment, especially for AI tools. Avoid literal lancement.",déploiement,Préférer déploiement à lancement pour les déploiements progressifs ou stratégiques.
Ops,Department/team abbreviation in product UI screenshots and visual copy. Always expand.,Opérations,"Toujours utiliser le mot complet Opérations, jamais l'abréviation Ops."
Operations,"Department/role context (e.g. Director of Operations, Marketing Ops).",Opérations,Forme longue préférée.
place (single workspace),When EN refers to consolidating work into one place / a single place / one workspace.,espace,Préférer un seul espace à un seul endroit quand le contexte est un workspace unique.
Competitor Researcher,"Product/agent name. Always singular concurrence, never plural concurrents. Critical for body/image flow consistency.",Analyseur de concurrence,Forme préférée par le styleguide FR — singulier.
