Term English,Notes English,Term Spanish,Notes Spanish,Exact Match English,Case Sensitive Spanish
timeline column,type of column,columna cronograma
timeline view,a view to present all the information from a board as a timeline,vista de cronograma
to manage,,gestionar
timeline summary,,resumen de cronograma
text column,a column that allows you to display text,columna texto
team,,equipo
versus/VS.,,versus
vs,,vs.
update section,The Updates Section is where you can communicate and collaborate with all your team members and collect important details of your item.,sección de actualizaciones
updates section,,sección de actualizaciones
team lead,,líder del equipo
table,,tabla
user,,usuario
use cases,,casos de uso
volunteer management,,gestión de voluntarios
Welcome to,,te damos la bienvenida a
twentyfour seven,,a toda hora
trigger,,disparador
virtual team,,equipo virtual
summary,,resumen
tag,,etiqueta
stuck,,detenido
subitem,,subelemento
seat,usually referring to amount of users that can access the platform within a specific plan,usuario
Story points,"Story points are units of measure for expressing an estimate of the overall effort required to fully implement a product backlog item or any other piece of work. Teams assign story points relative to work complexity, the amount of work, and risk or uncertainty.",puntos de historia
streamline,become more efficient and effective by employing faster or simpler working methods.,optimizar
sprint metadata,,metadatos de sprint
SMB,"Short for ""small-medium busienesses""",pyme,,,true
stakeholder,,parte interesada
tab,,pestaña
template,,plantilla
the next level,,al siguiente nivel
world clock,,reloj mundial
WorkForms,WorkForms,WorkForms
viewer,,espectador
training,,capacitación
visual,,visual
vote column,type of column that allows users to vote to specific item,columna votos
trial,,prueba
workdoc,,workdoc
team work,,trabajo en equipo
tip,,sugerencia
to do,,pendiente
team members,,miembros del equipo
time tracking,,seguimiento del tiempo
view,,vista
update,,actualización
tier,,nivel
whiteboard,,pizarra
upgrade,,ampliar
workspace,"Workspaces can be thought of as large, organizational folders used to categorize the content in an account. They can be used to organize information according to different teams, projects, or whatever other categories your team operates with.",espacio de trabajo
world Clock column,,columna reloj mundial
startup,,startup
sprint,a set period of time during which specific work has to be completed and made ready for review. Each sprint begins with a planning meeting.,sprint
seats,usually referring to amount of users that can access the platform within a specific plan,usuarios
standard plan,,Plan estándar,,,true
sprint retrospective,The sprint retrospective is a recurring meeting of software developers held at the end of a sprint used to discuss what went well during the previous sprint cycle and what can be improved for the next sprint.,retrospectiva de sprint
social media marketing,,marketing de redes sociales
social media schedule,,cronograma de redes sociales
social media,,redes sociales
social media team,,equipo de redes sociales
status column,a column type to show the status of a certain item,columna estado
thumbed up,,Me gusta
tags column,"a column that allows you to display tags (#work, #personal…)",columna etiquetas
template center,,Centro de plantillas,,,true
terms of service,,condiciones del servicio
visualise,,visualizar
timeframe,,período de tiempo
sync meeting,short team gatherings to go over tasks and statuses,reunión para ponerse al día
workload,,carga de trabajo
task,,tarea
gap analysis,,análisis de gap
explore,,explorar
Trusted by,,con la confianza de
workflow,,flujo de trabajo
track,verb,hacer seguimiento
unarchive,,desarchivar
widget,"Widgets are often used in a dashboard, for example - battery widget.",widget
URL adresss,,dirección URL
working on it,"""Working on it"" status",En curso
work without limits,monday's tagline. If it sounds bad in your language - please change it to something similar,trabaja sin límites
voting column,type of column that allows users to vote to specific item,columna votos
widget,"Widgets are often used in a dashboard, for example - battery widget.",widget
work management,,gestión del trabajo,DNT when referring to monday work management (product name)
Work OS,Work Operating System,sistema operativo de trabajo
default,,predeterminado,e.g. default board --> tablero predeterminado
won deal,categorizing the sale as 100% closed and completed,acuerdo ganado
Gantt chart,,diagrama de Gantt
resource,,recurso
content team,,equipo de contenido
demo booth,,stand para demos
project manager,,gestor de proyectos
Work It Out,,sesión Work It Out,,,true
Epic,,épica
User Story,,historia del usuario,"usually in plural ""historias de usuarios"""
in the background,,en un segundo plano
enterprise client,,cliente corporativo
enterprise customer,,cliente corporativo
ent customer,,cliente corporativo
ent client,,cliente corporativo
HIPAA,,HIPAA,Ley de Portabilidad y Responsabilidad de Seguros de Salud
GDPR,,RGPD,Reglamento General de Protección de Datos,,true
Multi-level permissions,,permisos en múltiples niveles
AI Assistant,,Asistente de IA,,,true
spaces,Don't translate when referring to monday spaces feature,spaces
smartling,,Smartling
Smartling,,Smartling
prospect,,prospecto
potential client,,cliente potencial
rollout,,implementación
contributor,,colaborador
sandbox,,de pruebas,adjective
forecasted,,previsto,(adjective)
revenue,,ingresos
pipeline,"In CRM/sales context, keep pipeline in English (e.g. sales pipeline / CRM pipeline). Use proceso only for a generic non-CRM workflow/process if the context clearly requires Spanish.",pipeline
insights,,datos
out of the box,,listo para usar
master class,,clase magistral
benchmark,,referencia
unique,,exclusivo
source of truth,,fuente de información
pricing,,precios
no-code,,sin código
Show all,,mostrar todo
Discovery,,Descubrimiento,La primera etapa del pipeline de ventas.

auto-enrich,A function in CRM solution,autoenriquecer
burn-down chart,,gráfico burndown
Actual SP,,SP reales
burndown,,burndown
burndown chart,,gráfico de burndown
daily standup,,daily standup
estimated SP,,SP estimados
scrum,,scrum
scrum team,,equipo de scrum
SP,,SP
monday product suite,,suite de productos de monday
Live Chat,,Chat en vivo
Parent template,,Plantilla principal
Child templates,,Plantillas secundarias
monday service,,monday service,product names stay in english
Managed template,,plantilla gestionada
weekly capacity,,capacidad semanal
sales cycle,,ciclo de ventas
AI Blocks,,bloques de IA
Managed services,,servicios gestioandos
Agility,,agilidad
sponsor,,patrocinador
canvas,,lienzo
alignment,,alineación
prioritization,,priorización
champion,,champion
No touch/High touch,,sin intervención
Lead generation,,generación de leads
capacity,,capacidad
hierarchy,,jerarquía
child,,secundario
parent,,principal
asset,,activo
repository,,repositorio
performance,,rendimiento
sales,,ventas
scale,,escalar
outreach,,contacto
silo,,silo
assign,,asignar
placeholder text,,texto de marcador
department,,departamento
AI-powered,,impulsado por IA
insights,,información clave
governance,,gobernanza
digital worker,,trabajador digital
prompt,,instrucción
Follow-up,,seguimiento
deck,,presentación
Trust Center,,Centro de confianza,,,TRUE
mitigation,,mitigación
metrics,,métricas
ceremony,,ceremonia
deliverability,,entrega
Rollup,Context: Portfolio data budget Rollup,recopilación
encrypt,,cifrar
privacy,,privacidad
bottleneck,,cuello de botella
analytics,,analítica
approach,,enfoque
upload,when verb,cargar
upload,when noun,carga
policy,,política
accountability,,responsabilidad
Sidekick,,Sidekick
sales funnel,,funnel de ventas
Contributor,,colaborador
sentiment,,sentimiento
notetaker,,notetaker
inputs,,aportes
Brand awareness,,conocimiento de marca
enterprise readiness,,preparación para entornos empresariales
block,context: AI block,bloque
revenue journey,,ciclo de generación de ingresos

Agent,,Agente,Product & Features
AI Agents,,Agentes de IA,Product & Features
AI Workflows,,Flujos de trabajo con IA,Product & Features
AI Notetaker ,,AI Notetaker ,Product & Features
Vibe,,Vibe,Product & Features
monday sidekick,,monday sidekick,Product & Features
monday workflows,,monday workflows,Product & Features
monday agents,,monday agents,Product & Features
monday vibe,,monday vibe,Product & Features
monday campaigns,,monday campaigns,Product & Features
AI credits,,créditos de IA,Product & Features

AI App builder,,creador de apps con IA
AI Workflows,,flujos de trabajo con IA
AI first,,centrado en IA
Code Reviewer,,Revisor de código
Meeting Scheduler,,programador de reuniones
Sales Agent,,agente de ventas
Service Agent,,agente de servicios
Early access,,acceso anticipado
Agentic,,impulsado por agentes de IA
Agentic workflows,,flujos de trabajo impulsados por agentes de IA
revenue teams,,equipos de revenue
ticket triage,,triage de tickets
SLA,,SLA
Brands,,marcas
Branded,Context: A branded product experience. Most neutral and widely used business translation.,de marca
Branded,"Context: A fully branded environment. Common in UX, design systems, and digital products.",con identidad de marca
Branded,"Context: “Branded platform/materials”.
Best when referring to customization or visual adaptation.",personalizado con la marca
2 way ,,bidireccional
Incident management,,gestión de incidentes
AI Work Platform,,plataforma de trabajo con IA

confidence,"Self-assurance sense (confidence in your work/decisions), not trust",seguridad
health,"Product/metrics sense (deal/project health), not physical health",estado
schedule,Calendar/meeting context (verb or noun),agenda
1:1,"A 1:1 session — don't keep the literal ""1:1""",personalizada
join,"Become part of a community/program (note: ""join us"" → acompáñanos is separate)",ser parte
watch,"""Watch""/""See"" = direct your attention; use mirar, not ver",mira

book,"For ""book"" a meeting/demo/call use agenda/agendar, not reserva/reservar. (Reserva = reserving a resource/seat.)",agenda
