Term English ,Notes English,Term Portuguese,Notes Portuguese,Variations Portuguese,Category
copy,"Please pay attention to the context: copy text OR creative copy: ""copy"" in the context of marketing, PM and content writing etc. simply means ""text"" (in the sense of advertising text).",texto/ cópia
content planning,,planejamento de conteúdo
condition,,condição
contact sales,,fale com vendas
customer success team,,equipe de sucesso do cliente
dashboards,display different widgets to see your data in multiple ways,painéis
contact us,,entre em contato
cool tip,"Product example: ""Cool tip: press on CTRL+B to search quickly""",boa recomendação / boa dica
CRM,Costumer Relationship Management,CRM
disable,,desativar
existing,,atual / existente
dropdown,,menu suspenso
email marketing,"Email marketing is a form of marketing that can make the customers on your email list aware of new products, discounts, and other services.",e-mail marketing
enterprise-grade security,,segurança de nível corporativo
embed,,integrar
enable,,habilitar / capacitar
embeded,,integrado
for enterprises,,para empresas
form,,formulário
due date,,prazo / data limite
formula,"used in: ""Formula column""",fórmula
feature,often used as in: new feature request,funcionalidade / recurso
deal,"Sales terminology: a ""deal"" is a qualified lead",negociação,"Use for the negotiation process. For the CRM record or opportunity, use negócio."
forms,,formulários
employee onboarding,,onboarding de funcionários
existing tools,"Example: ""Integrate your existing tools with monday.com""",ferramentas existentes
folder,,pasta
folders,,pastas
free tier,Our free subscription plan,plano Grátis
feed (n),,feed
expand,,expandir
guests,,convidados
end-to-end,Similar to a-z,do início ao fim
email,,e-mail
freelancer,,freelancer
files column,allows you to add a file to the item,coluna de arquivos
facilities requests,Type of board - requests from facilities team,pedidos de serviços
drag and drop,,arrastar e soltar,"Infinitive — use in titles and descriptions. On a button or CTA, use the imperative Arraste e solte."
in process,,Em andamento
inbound sales,,vendas inbound
inbox,,caixa de entrada
high level board,,quadro geral
gantt,,Gantt
info box,,informações
interaction,,interação
Info Boxes,,Informações
integration Center,,central de integrações
heatmap,used to show user behavior on specific webpages or webpage templates.,mapa de calor
in one place,"example: ""All your tasks in one place'",em um único lugar
insight,,insight 
IT team,Information Technology team,equipe de TI
inbox,,caixa de entrada
item card,a feature that lets you see the item in a visual costumized way,cartão do elemento
billing,,faturamento
at item level,,no nível do elemento
bugs queue,"A bugs queue is an organized way to track any and all flaws that appear within your software. Once you identify bugs, you can manage and prioritize them via a bugs queue.",lista de bugs
content calendar,a calendar used to planning content release,calendário de conteúdo
build,"for example, build a board",criar
archive,,arquivo,"Noun — the archive itself. For the action of archiving, use arquivar."
auto number,,numeração automática
best practice,,prática recomendada / melhores práticas
assignee,,responsável / titular
icon,,ícone
iteration,,iteração
integration,,integração
help center,,central de ajuda
item,"items are a core object in the platform. Items are the objects that hold the actual data within the board, to better illustrate this, you can think of a board as a table and an item as a single row in that table.",elemento
K,"The letter K, used in English as an abbreviation for ""thousand"" (100K for example)",mil / 000
kickoff meeting,The first meeting of a project - This meeting is the time to establish common goals and the purpose of the project.,reunião inicial
like,"as in ""like"" button",curtir
link,,link,"Noun — a URL or linked item. For the action of linking, use ligar or conectar."
kickoff,Part of the project initiation phase of a project.,inicial
low level board,,quadro específico
map view,One of monday's views - lets the user view the board information on a map,visualização de mapa
manage,,gerir
low-level board,,quadro específico
mapping,,mapear
monday Apps Framework,,estrutura de apps da monday
meet,,conheça / apresentamos
Elevate,"""Elevate"" is monday's annual conference, should be kept in English",Elevate
dedicated,,exclusivo
deadline,,prazo
dashboard,,painel
high-level board,,quadro geral
Google Calendar,Should be in English,Google Agenda
dropdown column,,coluna suspensa
date column,,coluna de data
IT operations,Information Technology,operações de TI
learn more,,saiba mais
lead,"Sales term: the ""lead"" is a potential customer",lead
left panel,,Painel esquerdo
let's say,,suponhamos
low code no code,a way in which we refer to our product - simply used without any code knowledge,low-code / no-code
main boards,,quadros principais
launch,start or set in motion,lançar
in progress,,Em andamento
join us,,Junte-se a nós
media coverage tracking,,acompanhamento de cobertura de mídia
listing,Real estate listing,listagem
monday workdocs,"LEAVE IN EN, lowercase",workdocs da monday.com
kanban board,"A view that presents items visually (on a board or dashboard), allowing team members to see the state of every piece of work at any time.",quadro Kanban
monday dev,LEAVE IN EN,monday dev
link to Item column,a column that allows you to link an item from another board,coluna de link para elemento
marketing plan,,plano de marketing
monday CRM,LEAVE IN EN,monday CRM
notifications,,notificações
monday,"should always be ""monday"", English lowercase letters (except if it is reffered to as the day of the week)",monday
member,,membro
nonprofits community,,comunidade para ONGs
my work,a feature that shows the relevant items for you - taken from several boards you are member of,meu trabalho
monday work management,"LEAVE IN EN, lowercase",monday work management
numbers column,a column that allows you to display numbers,coluna de número
nonprofit program,,progama para ONGs
monday Apps,,Apps da monday
monday.com,"monday.com: never capitalized, even at the beginning of a sentence

monday.com should be ‘monday.com’. Please do not use ‘Monday’ or ‘monday’ only (even if it appears in the source – it is a mistake)",monday.com
mirror column,a column type that allows the user to mirror items from one board in a different board,coluna espelhada
nonprofit plan,,plano para ONGs
manufacturing,,produção,"Use for the activity of producing. As an industry or vertical, use fabricação."
members,,Membros
one platform,"example: ""one platform to manage your tasks""",em uma única plataforma
opportunity management,Opportunity management—sometimes called pipeline management—is the process of organizing and tracking the deals in your sales pipeline.,gestão de oportunidades
pain point,Pain points include any problems the customer may experience along their journey.,dificuldade
monday marketer,LEAVE IN EN,monday marketer
monday projects,LEAVE IN EN,monday projects
over time,,ao longo do tempo
no credit card needed,,não é necessário cartão de crédito
monday CRM,LEAVE IN EN,(o) monday CRM
mobile,,móvel
owner,,responsável
get started,often used as CTA in the website and landing pages,começar,"Infinitive — use in titles and descriptions. On a button or CTA, use the imperative Comece já."
free trial,Our free subscription plan,teste grátis
group,,grupo
enterprise plan,Our Enterprise subscriotion plan,plano Corporativo
fundraising,,captação de recursos
hide column summary,,ocultar resumo da coluna
features,,funcionalidades / recursos
plan,,plano
permission to access,,permissão de acesso
overview,,panorama / visão geral
pitch,"Technical term in PM/Creative/Sales: the ""pitch"" or ""pitching"" is the short presentation of a product, an idea or a service that is intended to convince the client.",pitch
partnership group,"As in ""Business partner"". A partnership is a formal arrangement by two or more parties to manage and operate a business and share its profits.",grupo de parcerias
PMO,project management office - used in project management industry,PMO
paying customer,,cliente
portfolio,,portfólio
organization,,organização
onboarding,,onboarding
outbound sales,,vendas outbound
optional,optional,opcional
people column,type of column - that allows you assign people to a specific item,coluna de pessoas
priority,Low/Medium/High,prioridade
privacy policy,,política de privacidade
planning,,planejamento
phone column,allows you to add a phone number to the item,coluna de telefone
private board,,quadro privado
quota attainment,"The Sales Quota Attainment metric measures the time it takes for a specific sales target to be hit, helping sales teams keep an actionable timeline in mind, and allowing sales managers to forecast future revenue",cumprimento da meta
project beta,,projeto beta
ready to use,,pronto para usar
link column,The Link Column allows you to add an hyperlink to the item,coluna de link
location column,allows you to add a location to the item,coluna de localização
knowledge base,monday's help center,base de conhecimento
HIPAA compliance,,conformidade com a HIPAA
in one central place,"example: ""All your tasks in one central place'",em um lugar central
long Text column,a column that allows you to display long text,coluna de texto longo
label,,etiqueta,"Noun — the label itself. For the action of labelling, use etiquetar."
leads,"Sales term: the ""lead"" is a potential customer",leads
kanban,"A view that presents items visually (on a board or dashboard), allowing team members to see the state of every piece of work at any time.",Kanban
mobile app,,app mobile
main table,"Table = chart, not dining table",quadro principal
marketplace,,mercado / marketplace
monday.com Work OS,Work OS = Work Operating System,(o) WORK OS da monday.com
on demand,for example - watch webinar on demand,sob demanda
milestone,an action or event marking a significant change or stage in development.,marco
multi-board guest,"a guest in monday account, who is a guest in a few boards",convidado de vários quadros
items,"items are a core object in the platform. Items are the objects that hold the actual data within the board, to better illustrate this, you can think of a board as a table and an item as a single row in that table.",elementos
note,,nota
private boards,,quadros privados
post-sales,Post-Sales refers to a collection of processes that you need to perform after a customer purchases your service. Give your customers an outstanding experience by planning a smoother post-sales process with our checklist.,pós-venda
rating column,allows you to rate the item,coluna de classificação
Q1,1st Quarter,1º Trimestre / 1º Tri
R&D Team,,Equipe de P&D
refund policy,,política de reembolso
request a demo,,solicitar uma demonstração
pulse,"Similar to ""item""",elemento
project alpha,,projeto alfa
RSVPs,,RSVP / confirmação de presença
roadmap,strategic plan that defines a goal or desired outcome and includes the major steps or milestones needed to reach it.,roteiro de produto
Q4,4th Quarter,4º Trimestre / 4º Tri
retrospectives,A meeting of software developers team in which the developers reflects on what happened in the iteration and identifies actions for improvement going forward.,retrospectiva
recipes,"reffers to an automation recipe - for example ""When X happens, notify Y""",modelos
sales deck,,apresentação de vendas
sales pipeline,The sales pipeline is a tool for converting leads into sales. It provides sales leaders with a visual representation of the different stages of the sales process ,pipeline de vendas
remote work,,trabalho remoto
quick search,a feature for performing a quick search within the plarform,busca rápida
recycle bin,,Lixeira
release,usually refers to feature release,lançamento
run,as in Run command,executar
run,as in Run work,gerenciar
run (idiomatic),"When used in casual/idiomatic phrases conveying effortlessness — ""let it run"", ""runs itself"", ""up and running"". NOT execute or manage, but flow/operate autonomously.",fluir / funcionar
search everything,perform a search within monday,busca geral
search everything,a feature for performing wide search accross the plarform,busca geral
progress tracking,,acompanhamento de progresso
reporting,,geração de relatórios
recruiting,HR term,contratação / recrutamento
partner,"As in ""Business partner"". A partnership is a formal arrangement by two or more parties to manage and operate a business and share its profits.",parceiro
office ops,Office operations,operações de escritório
plugin,similar to integration - a software component that adds a specific feature to an existing computer program.,plugin
Q2,2nd Quarter,2º Trimestre / 2º Tri
search bar,,barra de pesquisa
person,,pessoa
scope,"as in ""scope of work""",escopo
save time,,economize tempo
sales team,,equipe de vendas
seats,"Refers to as ""users"". For example - in the pricing page - 40 seats = 40 users",usuários
social media calendar,,calendário de mídias sociais
shareable boards,,quadros compartilháveis
Q3,3rd Quarter,3º Trimestre / 3º Tri
search filter board feature,Search/filter board feature,buscar / filtrar quadro
pro plan,,plano Profissional
sales rep.,short for Sales Representative,rep. de vendas
recipe,"reffers to an automation recipe - for example ""When X happens, notify Y""",modelo
platform,,plataforma
report,,relatório
paying account,,conta pagante
permissions,,permissões
pin,,fixar
revenue,Income,receita
shortcut,,atalho
solution,"a set of pre-made boards designed for a specific use case - for example, HR solution, Project Management solution, Construction solution",solução
Single Sign On,SSO,autenticação única (SSO)
takeaway,Lesson learned,conclusão
string,,cadeia
sprint management,Sprint planning/management is an event that kicks off the sprint. The purpose of sprint planning is to define what can be delivered in the sprint and how that work will be achieved.,gestão de sprints
ticket,"for example: ""IT ticket"" is a ticket is a report or service request from the IT team",ticket
two-factor authentication,,autenticação de dois fatores
tutorial video,a platform walk-through/how-to video,vídeo tutorial
subscribers,,inscritos
timeline,,cronograma
Startup for Startup,Should be in English,Startup for Startup
teammates,,colegas
timeline column,type of column,coluna de cronograma
timeline view,a view to present all the information from a board as a timeline,visualização de cronograma
to manage,,para gerir
timeline summary,,resumo do cronograma
text column,a column that allows you to display text,Coluna de texto
team,,equipe
versus/VS.,VS.,versus / vs.
vs,,vs.
update section,,Seção de atualizações
updates section,The Updates Section is where you can communicate and collaborate with all your team members and collect important details of your item.,seção de atualizações
team lead,,líder da equipe
table,,quadro
user,,usuário
use cases,,casos de uso
volunteer management,,gestão de voluntários
Welcome to,,Boas-vindas a....
twentyfour seven,,24/7
trigger,,gatilho
virtual team,,equipe virtual
summary,,resumo
tag,,tag
stuck,,parado
subitem,,subelemento
seat,usually referring to amount of users that can access the platform within a specific plan,usuário
Story points,"Story points are units of measure for expressing an estimate of the overall effort required to fully implement a product backlog item or any other piece of work. Teams assign story points relative to work complexity, the amount of work, and risk or uncertainty.",story points
streamline,become more efficient and effective by employing faster or simpler working methods.,agilizar / otimizar
sprint metadata,,metadados do sprint
SMB,"Short for ""small-medium busienesses""",PME
stakeholder,,parte interessada / envolvido
tab,,aba
template,,template
the next level,to the next level,para o próximo nível
world clock,,relógio mundial
WorkForms,LEAVE IN EN,WorkForms
viewer,,visualizador
training,,treinamento / capacitação
visual,,visual
vote column,,coluna de voto
trial,,teste
workdoc,"keep in English, lowercase",workdoc
team work,,trabalho em equipe
tip,,sugestão / dica
to do,,tarefas pendentes
team members,,membros da equipe
time tracking,,controle de tempo
view,,visualização
update,,atualização,"Noun — an update or post on an item. For the action, use atualizar."
tier,,nível
whiteboard,,quadro branco
upgrade,,upgrade / melhorar / aprimorar
workspace,"Workspaces can be thought of as large, organizational folders used to categorize the content in an account. They can be used to organize information according to different teams, projects, or whatever other categories your team operates with.",área de trabalho
world Clock column,,coluna de relógio mundial
startup,,startup
sprint,a set period of time during which specific work has to be completed and made ready for review. Each sprint begins with a planning meeting.,sprint
seats,usually referring to amount of users that can access the platform within a specific plan,usuários
standard plan,,plano Padrão
sprint retrospective,The sprint retrospective is a recurring meeting of software developers held at the end of a sprint used to discuss what went well during the previous sprint cycle and what can be improved for the next sprint.,retrospectiva do sprint
social media marketing,,marketing de mídias sociais
social media schedule,,cronograma de mídias sociais
social media,,mídias sociais,"Use for social media as a channel or discipline (social media marketing). For the platforms themselves, use redes sociais."
social media team,,equipe de mídias sociais
status column,a column type to show the status of a certain item,coluna de status
thumbed up,,curtir
tags column,"a column that allows you to display tags (#work, #personal…)",coluna de tags
template center,,central de templates
terms of service,,Termos de serviço
visualise,,visualizar
timeframe,,prazo / período de tempo
sync meeting,short team gatherings to go over tasks and statuses,reunião de status
workload,,volume de trabalho
task,,tarefa
gap analysis,,análise de gap
explore,"""explore more""",descubra
Trusted by,,com a confiança de
workflow,,fluxo de trabalho
track,,acompanhar
around the world,,em todo o mundo
unarchive,,desarquivar
widget,"Widgets are often used in a dashboard, for example - battery widget.",widget
URL adresss,,endereço URL
working on it,"""Working on it"" status",Em andamento
work without limits,monday's tagline. If it sounds bad in your language - please change it to something similar,trabalhe sem limitações
voting column,type of column that allows users to vote to specific item,coluna de voto
widget,,widget
work management,,gestão do trabalho
Work OS,Work Operating System,Work OS
default,,padrão
won deal,categorizing the sale as 100% closed and completed,negócio fechado
Gantt chart,,gráfico de Gantt
resource,resource,recurso
Be the first,Be the first,Seja a primeira pessoa 
content team,,equipe de conteúdo
demo booth,,cabine de demonstração
project manager,,gerente de projetos
Work It Out,,Encontre uma solução 
talk,"An informal address or lecture - e.g. ""Ted Talk""",palestra
Epic,Epic,épico
User Story,User Story,história de usuário
feedback,,feedback
in the background,,em segundo plano
enterprise client,,cliente corporativo
enterprise customer,,usuário corporativo
ent customer,,cliente corp.
ent client,client ent,cliente corp.
HIPAA,,HIPAA
GDPR,,GDPR
Multi-level permissions,,permissões multinível
AI Assistant,,Assistente de IA
spaces,monday spaces feature,spaces
smartling,,smartling
Smartling,Tool name,Smartling
prospect,A prospect is an individual or organization that fits a seller's criteria to be a potential customer.,cliente em potencial
potential client,,cliente em potencial
rollout,Rollout is an informal business term for the introduction and integration of a new product or service to the market.,implementação
contributor,,colaborador
sandbox,"A sandbox is an isolated testing environment that enables users to run programs or open files without affecting the application, system or platform on which they run. Software developers use sandboxes to test new programming code.",sandbox
forecasted,To forecast: to predict or estimate,previsto
revenue,"income, especially when of an organization and of a substantial nature.",receita
pipeline,,pipeline
insights,,insights
out of the box,adjective meaning ready to use,pronto para uso
master class,,master class
benchmark,,referência
unique,,único / exclusivo
source of truth,,fonte de informações
pricing,,preços
no-code,,no-code
Show all,,Mostrar tudo
Discovery,"In this first sales pipeline stage, you want to learn more about the prospect's pain points and problems, as well as the economic impact of these if not solved.",descoberta
Pipeline (sales pipeline),"A sales pipeline is an organized, visual way of tracking potential buyers as they progress through different stages in the purchasing process and buyer's journey. ",pipeline (pipeline de vendas)
auto-enrich,,preenchimento automático
burn-down chart,"In many cases (like PT and ES) ""burn-down"" is not translated.",gráfico de burndown
Actual SP,Story points (SP) are units of measure for expressing an estimate of the overall effort required to fully implement a product backlog item or any other piece of work.,SP reais
burndown,"A burndown chart shows the amount of work that has been completed in an epic or sprint, and the total work remaining.",burndown
burndown chart,,gráfico de burndown
daily standup,"The daily stand-up is a short, daily meeting to discuss progress and identify blockers. The reason it’s called a “stand-up” is because if attendees participate while standing, the meeting should be kept short.",standup diário
estimated SP,,SP previstos
scrum,,scrum
scrum team,,equipe scrum
SP,Stands for Story Points,SP
monday product suite,,portfólio de produtos da monday.com
Live Chat,,chat em tempo real
Parent template,"A template created from a workspace and serves like a ""master template"". All new workspaces created from this template (known as ""child templates"") can instantly receive updates made to the parent template to keep all related workflows aligned.",template principal
Child templates,"A template created from a workspace and serves like a ""master template"". All new workspaces created from this template (known as ""child templates"") can instantly receive updates made to the parent template to keep all related workflows aligned.",templates secundários
monday service,Product name of the monday service product,monday service
Managed template,"A a template created out of a workspace or a board that will act as a ""master template."" All new workflows created from this template (known as ""template instances"") will receive updates made to the managed template to keep all related workflows aligned.",Master template 
Managed template,,Master template 
weekly capacity,,capacidade semanal
sales cycle,,ciclo de vendas
AI Blocks,,blocos de IA
enterprise-grade security,,segurança de nível corporativo
milestone,,marco
get started with,,comece a usar
pulse,"In monday.com, a pulse refers to the rows that can be added to the boards a user is working on.",elemento
Built on monday.com,,Desenvolvido na monday.com
Start free trial,,Comece seu teste grátis
monday dev,,monday dev
Build on monday.com,"the new building blocks. We refer to them as a monday product and say it is ""build on monday.com""",Desenvolvido na monday.com
WorkForms,WorkForms,WorkForms
Add to board,,Adicionar ao quadro
workform,,workform 
monday CRM,,monday CRM
Canvas,,Canvas
monday work management,,monday work management
brainstorming,,brainstorming
Built on top of Work OS,,Desenvolvido dentro do Work OS
bug ,,bug

sprint retrospective ,,retrospectiva do sprint
adaption ,,adoção
opportunity management ,,gestão de oportunidades
after sales ,Post-sales,pós-venda
actionable ,,acionável
pitch ,,pitch
,Gap analysis,análise de gap
,Gap description,descrição do gap

Account Executive,,Executivo de contas
Let us help you pick the right plan,,Nós ajudamos você a escolher o plano certo
monday AI Assistant,,Assistente de IA da monday
Folders,,pastas
Main boards,,quadros principais
Shareable boards,,quadros compartilháveis
Private boards,,quadros privados
Group,,grupo
Items,,elementos
Column Center,,central de colunas
Left Panel,,painel esquerdo
Hamburger Menu,,menu de hambúrguer
Admin,,Admin
Team member,,membros da equipe
Guests,,convidados
Subscribers,,inscritos / seguidores
Board Owners,,proprietários do quadro / responsável pelo quadro
The Inbox,,caixa de entrada
My week,,minha semana
The Bell Icon,,ícone de campainha
The Search filter board,,Buscar / Filtrar quadro
The Search Everything,,Busca geral
The Boltswitch,,Pesquisa rápida
The Batch Actions,,ações em lote
The Updates Section,,seção de atualizações
The Info Boxes,,informações
The Activity Log,,log de atividade
The Board Views,,visualizações de quadro
The Timeline,,cronograma  
The Recycle Bin,,lixeira
Megaphone,,megafone
The Dashboards,,painéis
String,,cadeia de caracteres
Column,,coluna
View,,visualização
Thumbed up,,curtir
Add,,Adicionar
Bookmark,,marcar como favorito(a),"Verb — the action of bookmarking. For the bookmark itself, use favorito."
Box,,caixa
Company,,empresa
Customer success team,,equipe de sucesso do cliente
Feed,,feed
Link,,link
Pin,,fixar
Sales pipeline,,pipeline de vendas
Time tracking,,controle de tempo
Tip,,dica
Note,,nota
High-level board,,quadro geral
Low-level board,,quadro específico 
Tag,,tag
timeline view,,visualização de cronograma
calendar view,,visualização de calendário
tag,,tag
Free tier,,plano Grátis
monday Apps,,Apps da monday
monday Apps Framework,,Estrutura de Apps da monday
Like,,curtir
Seats,,usuários
Stuck,,Parado
Calendar,,calendário
24/7 support,24/7 support,suporte 24 horas
activity log,,registro de atividades
adaptive platform,,plataforma personalizável
admin panel,,painel administrativo
API,,API
assignment,,atribuição
automation,,automação
best practice,,prática recomendada
Boltswitch,,Pesquisa rápida
business,,negócio
center,,central
Chart View,,visualização de gráfico
Checklist,,lista de verificação
collaboration,,colaboração
dashboard,,painel
deadline,,"prazo, prazo de entrega"
Done,,Feito
Drag and drop,,Arraste e solte,"Imperative — use on buttons and CTAs, per the pt-BR CTA convention. In titles and descriptions, use arrastar e soltar."
,,coluna suspensa
Due date,,prazo / data limite
fast pace of work,,ritmo acelerado de trabalho
feature,,recurso / funcionalidade
featured,,destacado / apresentado 
Get started,,Comece já,"Imperative — use on buttons and CTAs, per the pt-BR CTA convention. In titles and descriptions, use começar."
In process,,Em andamento
inbox,,caixa de entrada
info box,,caixa de informações 
insight,,insight
Interaction,,interação
IT,,TI
IT operations,,operações de TI
IT team,,equipe de TI
item ,,elemento
iteration ,,iteração
Knowledge Base,,base de conhecimento
link,,"ligar, conectar","Verb — the action of linking two things. For a URL or linked item, use link."
"Low-Code, No-Code",,"low-code, no-code"
map view ,,visualização de mapa
My Focus,,minhas prioridades
organization,,organização 
owner,,responsável / resp.
Person (column),,pessoa
pin,,fixar
plan,"referring to paid options, pricing homepage etc.",plano
PMO,,PMO
private board,,quadro privado
ready to use,,pronto para usar
recipe,,modelo
remote work,,trabalho remoto
Sales Team,,equipe de vendas
seat,,usuário
Team,,equipe
teamwork,,trabalho em equipe
batch actions,,ações em lote
bell icon,,ícone campainha
Board Views,,visualizações de quadro
Three dots Menu,,menu de três pontos
timeline ,,cronograma / linha do tempo
timeline column , ,coluna de cronograma
trial,,teste
twentyfour seven,,24/7
update,,atualização
update,,atualizar ,"Verb — the action of updating. For an update or post, use atualização."
user,,usuário
viewer,,visualizador
virtual team,,equipe virtual
whiteboard,,quadro branco
Work OS,,Work OS
workflow,,fluxo de trabalho
in progress ,,Em andamento
workload,,volume de trabalho
workspace,,área de trabalho
Workspaces,,áreas de trabalho
label,,etiqueta
label,,etiquetar,"Verb — the action of labelling. For the label itself, use etiqueta."
track ,,acompanhar
button,,botão
,Blocks are parts of automations.,blocos personalizados
Security Center,,Central de segurança
free trial,,teste grátis
teammates,,colegas
overview,,panorama
Contact Us,,entre em contato
lead ,,lead
,An industry
chart,,gráfico
tab,,aba
Widget,,widget
archive,,arquivar,"Verb — the action of archiving. For the archive itself, use arquivo."
unarchive,,desarquivar
account,,conta
board menu,,menu do quadro
account manager,,gerente de contas
member,,membro
social media,,redes sociais,"Use when referring to the platforms themselves (Instagram, LinkedIn). For the channel or discipline, use mídias sociais."
main table,term refers to the main table view in the platform.,quadro principal
permission,,permissões
pencil symbol
timeframe,,período de tempo
solution,,solução
template center,,central de templates
ensure,,garantir
adjust,,ajustar
integration center,,central de integrações
single source of truth,,fonte única de informações
quick search,term replaces 'Boltswitch' on the platform,busca rápida
streamline ,,otimizar
task ,,tarefa
email address ,,endereço de e-mail
deadline ,,prazo
baseline ,A baseline in project management is a clearly defined starting point of a project. It is a fixed reference point to measure and compare the project's progress against.,linha de base
manufacturing ,often used as cluster/category/industry,fabricação
data based 
ticket ,usually in context of support requests made by clients,ticket
mobile app ,,app mobile
status column ,,coluna de status
person column ,,coluna de pessoas
facility requests ,Mostly used in context of  Facility Management industry  - usually in templates or the website
billable hours 
enterprise plan 
monday workdocs ,,workdocs da monday.com
marketplace ,,marketplace
stakeholder ,,parte interessada / envolvido
action point 
deal ,,negócio,"Use for the CRM record or opportunity. For the negotiation process, use negociação."
mobile device ,,dispositivo móvel
upgrade ,,upgrade
monday marketer,monday.com block that is used as campaign production software,monday marketer
monday CRM,monday.com block that's used for CRM,monday CRM
,monday.com block that is used for projects,monday projects
Operations,,operações
at risk,often used in the context of: project at risk within project management solutions  / agile project management,em risco
project health,"used in project management solutions, a project's overall functionality and progress towards successful completion",saúde do projeto
early warning of risk,"feature in enterprise project management solution, based on AI",alerta de risco
AI spotted,,detectado por IA
opportunity,"CRM pipeline, a lead that has the potential to be closed",oportunidade
won,CRM pipeline / product: status of a deal after being closed successfully,fechado
lead,,lead
switch account ,Platform term. To switch between accounts,alterar conta
more ,"Platform term. ""more"" in form of selecting more options/seeing more views/ more columns / etc."
start from scratch ,Platform term. To start a new board from scratch/ to set up a new board 
Work Management,LEAVE IN EN when capitalized — product name,Work Management
closing (sales),"When used as noun in sales context (closing a deal), not literal/physical closing. Translate the business intent, not the word.",venda / fechamento de negócio

Agent,,Agente,,,Product & Features
AI Agents,if as in the product name,Agentes de IA,,,Product & Features
AI Agents,"if in the middle of a sentence, explanation about the feature",Agentes de IA,,,Product & Features
AI Workflows,,Workflows de IA,,,Product & Features
AI Notetaker ,,Anotador de IA,,,Product & Features
Vibe,,Vibe,,,Product & Features
