Term English,Notes English ,Term Japanese ,Notes Japanese ,Variations Japanese,Categroy 
Add,,追加
chart View,,チャートビュー
bug,"Software bug. A bug can be an error, mistake, defect or fault, which may cause failure or deviation from expected results.",バグ
admin panel,,管理者パネル
automations,Automations allow you to use an event (like the changing of a status) to trigger an action (like sending a notification).,自動化
calendar,,カレンダー
build-in,,搭載,alternative: ビルドインの
built on monday.com,"for example - monday marketer, built on monday.com",monday.com 搭載の,文脈による
column,,カラム
campaign planning,,キャンペーン企画
agent,,エージェント
agile workflows,"The agile workflow is defined as a set of stages involved in product development. It is a project management methodology where a project is divided into smaller individual cycles called sprints. At each sprint, customers and stakeholders provide their feedback, which is incorporated at the end of each sprint.",アジャイルなワークフロー
board owners,,ボードオーナー
baseline,,ベースライン
bandwidth,,能力
bookmark,,ブックマーク
center,"usually used in context: Template Center, Column Center etc.",センター
company
color picker,,カラーピッカー
checkbox column,,チェックボックスカラム
collaboration,,共同作業・コラボレーション,文脈によるが共同作業がより好ましい
button,,ボタン
board type,,ボードの種類
billable hours,,請求可能時間
boards,,ボード
cheese,"similar to a “bug”, but unlike a bug - a cheese is a small fix needed, or an improvement needed for a feature.",,Sep 2022時点で明確な定義なし
chart,,チャート
creative requests,"""creative"" as in ""creative team""",クリエイティブリクエスト
CRM platform,Costumer Relationship Management platform,CRM プラットフォーム
customer support,,カスタマーサポート
checklist,,チェックリスト
collapse,,折りたたむ
DAM,"Short for ""digital assets management""",DAM（デジタルアセット管理）,初回訳出時には()内説明要。2回目以降からDAMでOK
check your eligibility,,資格を確認,定義不要
dependencies,The Dependency Column creates vital connections between items that will help to better manage projects.,依存関係,alternative: 依存性
construction,,建築業
column center,,カラムセンター
compliance,,コンプライアンス
data-driven,as in data-driven decision making,データ主導の,alternative: データ主導型
Done,,完了
contact support,,サポートチームにお問い合わせ
Doc,"shorter term for ""Workdoc"", can be translated or kept in English",ドキュメント,cf) workdoc = workdoc (製品名)
dev,short for developer,dev
column summary,,カラムサマリー
copy,"Please pay attention to the context: copy text OR creative copy: ""copy"" in the context of marketing, PM and content writing etc. simply means ""text"" (in the sense of advertising text).",コピー
content planning,,コンテンツ企画
condition,,条件
contact sales,,営業チームにお問い合わせ
customer success team,,カスタマーサクセスチーム
dashboards,display different widgets to see your data in multiple ways,ダッシュボード
contact us,,お問い合わせ
cool tip,"Product example: ""Cool tip: press on CTRL+B to search quickly""",役立つヒント
CRM,Costumer Relationship Management,CRM
disable,,無効,alternative: 無効化
existing,,既存の,alternative: すでにお使いの
dropdown,,ドロップダウン
email marketing,"Email marketing is a form of marketing that can make the customers on your email list aware of new products, discounts, and other services.",メールマーケティング
enterprise-grade security,,エンタープライズプラン
embed,,埋め込む
enable,,有効,alternative: 有効化
embeded,,埋め込み
for enterprises,,企業向け
form,,フォーム
due date,,期日
formula,"used in: ""Formula column""",数式,cf) formula column = 数式カラム
feature,often used as in: new feature request,機能
deal,"Sales terminology: a ""deal"" is a qualified lead",案件
forms,,フォーム
employee onboarding,,従業員オンボーディング
existing tools,"Example: ""Integrate your existing tools with monday.com""",既存のツール,alternative: すでにお使いのツール
folder,,フォルダ
folders,,フォルダ
free tier,Our free subscription plan,無料プラン,Note: 無料プランとは個人用向け・課金は一切なしに限られた機能で利用できるプラン
feed (n),,フィード
expand,,拡大,alternative: 拡張/増大
guests,,ゲスト
end-to-end,Similar to a-z,エンドツーエンド
email,,メール
freelancer,,フリーランサー
files column,allows you to add a file to the item,ファイルカラム
facilities requests,Type of board - requests from facilities team,,定義不要
drag and drop,,ドラッグ＆ドロップ
in process,,処理中
inbound sales,,インバウンド営業,alternative: インバウンド営業
inbox,,受信トレイ
high level board,,ハイレベルな
gantt,,ガント
info box,,情報ボックス,alternative: info ボックス
interaction,,,定義不要
Info Boxes,,情報ボックス,alternative: info ボックス
integration Center,,統合センター
heatmap,used to show user behavior on specific webpages or webpage templates.,ヒートマップ
in one place,"example: ""All your tasks in one place'",１か所で
insight,,インサイト
IT team,Information Technology team,IT チーム
inbox,,受信トレイ
item card,a feature that lets you see the item in a visual costumized way,アイテムカード
billing,,請求,文脈による
at item level,,アイテムレベルでの
bugs queue,"A bugs queue is an organized way to track any and all flaws that appear within your software. Once you identify bugs, you can manage and prioritize them via a bugs queue.",バグキュー
content calendar,a calendar used to planning content release,コンテンツカレンダー
build,"for example, build a board",構築
archive,,アーカイブ
auto number,,自動番号,定義不要
best practice,,ベストプラクティス
assignee,,担当者
icon,,アイコン
iteration,,イテレーション
integration,,統合
help center,,ヘルプセンター
item,"items are a core object in the platform. Items are the objects that hold the actual data within the board, to better illustrate this, you can think of a board as a table and an item as a single row in that table.",アイテム
K,"The letter K, used in English as an abbreviation for ""thousand"" (100K for example)",千,"cf.) 5.6K = 5,600"
kickoff meeting,The first meeting of a project - This meeting is the time to establish common goals and the purpose of the project.,キックオフ会議
like,"as in ""like"" button",いいね
link,,リンク
kickoff,The first meeting of a project - This meeting is the time to establish common goals and the purpose of the project.,キックオフ
low level board,,ローレベルボード
map view,One of monday's views - lets the user view the board information on a map,マップビュー
manage,,管理
low-level board,,ローレベルボード
mapping,,マッピング
monday Apps Framework,,monday Apps Framework,開発の機能名。英表記ママ
meet,,,定義不要
Elevate,,Elevate
dedicated,,専用
deadline,,期限
dashboard,,ダッシュボード
high-level board,,ハイレベルボード,文脈により間に「な」を入れる等
Google Calendar,Should be in English,Google カレンダー
dropdown column,,ドロップダウンカラム
date column,,日付カラム
IT operations,Information Technology,IT 運用
learn more,,もっと詳しく
lead,"Sales term: the ""lead"" is a potential customer",リード
left panel,,左パネル,文脈により「側」を入れる等
let's say,,たとえば
low code no code,a way in which we refer to our product - simply used without any code knowledge,ローコード・ノーコード
main boards,,メインボード
launch,start or set in motion,立ち上げ/開始
in progress,,進行中
join us,,参加する
media coverage tracking,,報道追跡
listing,Real estate listing,リスト,alternative: 一覧
monday workdocs,"LEAVE IN EN, lowercase",monday workdocs
kanban board,"A view that presents items visually (on a board or dashboard), allowing team members to see the state of every piece of work at any time.",かんばんボード
monday dev,,monday dev
link to Item column,a column that allows you to link an item from another board,アイテムカラムへのリンク
marketing plan,,マーケティング計画
monday sales CRM,,monday sales CRM
notifications,,通知
monday,,monday
member,,メンバー
nonprofits community,,非営利団体コミュニティ
my work,a feature that shows the relevant items for you - taken from several boards you are member of,マイワーク
monday work management,,monday work management
numbers column,a column that allows you to display numbers,数値カラム
nonprofit program,,非営利団体向けプログラム
monday Apps,,monday アプリ
monday.com,,monday.com
mirror column,a column type that allows the user to mirror items from one board in a different board,ミラーカラム
nonprofit plan,,非営利団体向けプラン
manufacturing,,製造
members,,メンバー
one platform,"example: ""one platform to manage your tasks""",プラットフォームひとつ
opportunity management,Opportunity management—sometimes called pipeline management—is the process of organizing and tracking the deals in your sales pipeline.,オポチュニティ管理
pain point,Pain points include any problems the customer may experience along their journey.,課題
monday marketer,,monday marketer
monday projects,,monday projects
over time,,経時的
no credit card needed,,クレジットカードは不要です
monday CRM,LEAVE IN EN,monday CRM
mobile,,モバイル
owner,,"オーナー (i.e. ""board owner"") ; 所有者 (in general context)"
get started,often used as CTA in the website and landing pages,始める
high level,"talking in general, or an important forum involving important people",ハイレベル
free trial,Our free subscription plan,無料トライアル,Note: 無料トライアルとは14日間プロプランを利用できるお試し期間
group,,グループ
enterprise plan,Our Enterprise subscriotion plan,エンタープライズプラン
fundraising,,資金調達
high-level,"talking in general, or an important forum involving important people",ハイレベル,文脈により間に「な」を入れる等
hide column summary,,カラムサマリーを閉じる,alternative: 非表示にする
features,,機能
plan,,計画/プラン,Use one of the translations depending on the context.
permission to access,,アクセス権限,文脈によりアクセス権など
overview,,概要
pitch,"Technical term in PM/Creative/Sales: the ""pitch"" or ""pitching"" is the short presentation of a product, an idea or a service that is intended to convince the client.",ピッチ
partnership group,"As in ""Business partner"". A partnership is a formal arrangement by two or more parties to manage and operate a business and share its profits.",パートナーシップグループ
PMO,project management office - used in project management industry,PMO
paying customer,,有料会員,cf.) can be localized to 有料プランをご利用のお客様 etc.
portfolio,,ポートフォリオ
organization,,組織
onboarding,,オンボーディング
outbound sales,,アウトバウンド営業
optional,,オプション
people column,type of column - that allows you assign people to a specific item,ユーザーカラム
priority,Low/Medium/High,優先度,"Low/Medium/Highに紐づくものは優先度
文脈により、優先順位"
privacy policy,,プライバシーポリシー
planning,,計画/プランニング,alternative: プランニング/立案
phone column,allows you to add a phone number to the item,電話カラム
private board,,プライベートボード
quota attainment,"The Sales Quota Attainment metric measures the time it takes for a specific sales target to be hit, helping sales teams keep an actionable timeline in mind, and allowing sales managers to forecast future revenue",ノルマ達成,alternative: クオータ達成
project beta,,プロジェクト・ベータ
ready to use,,すぐに使える
link column,The Link Column allows you to add an hyperlink to the item,リンクカラム
location column,allows you to add a location to the item,場所カラム
knowledge base,monday's help center,ナレッジベース
HIPAA compliance,,HIPAA コンプライアンス
in one central place,"example: ""All your tasks in one central place'",一元的に
long Text column,a column that allows you to display long text,長文カラム
label,,ラベル
leads,"Sales term: the ""lead"" is a potential customer",リード
kanban,"A view that presents items visually (on a board or dashboard), allowing team members to see the state of every piece of work at any time.",かんばん
mobile app,,モバイルアプリ
main table,"Table = chart, not dining table",メインテーブル
marketplace,,マーケットプレイス
monday.com Work OS,Work OS = Work Operating System,monday.com Work OS
on demand,for example - watch webinar on demand,オンデマンド
milestone,an action or event marking a significant change or stage in development.,マイルストーン
multi-board guest,"a guest in monday account, who is a guest in a few boards",マルチボードのゲスト
items,"items are a core object in the platform. Items are the objects that hold the actual data within the board, to better illustrate this, you can think of a board as a table and an item as a single row in that table.",アイテム
note,,"注（Use in standalone such as ""Note:"" ; 注釈（Use in a sentence)"
private boards,,プライベートボード
post-sales,Post-Sales refers to a collection of processes that you need to perform after a customer purchases your service. Give your customers an outstanding experience by planning a smoother post-sales process with our checklist.,ポストセールス
rating column,allows you to rate the item,評価カラム
Q1,1st Quarter,第1四半期,"Note: if there is a limited space, leave Q1"
R&D Team,,研究開発チーム
refund policy,,返金ポリシー
request a demo,,デモをリクエスト
pulse,"""Pulse"" is another name for board item.",パルス
project alpha,,プロジェクト・アルファ
RSVPs,,RSVP
roadmap,strategic plan that defines a goal or desired outcome and includes the major steps or milestones needed to reach it.,ロードマップ
Q4,4th Quarter,第4四半期,"Note: if there is a limited space, leave Q4"
retrospectives,A meeting of software developers team in which the developers reflects on what happened in the iteration and identifies actions for improvement going forward.,レトロスペクティブ会議
recipes,"reffers to an automation recipe - for example ""When X happens, notify Y""",レシピ
sales deck,,セールスデッキ
sales pipeline,The sales pipeline is a tool for converting leads into sales. It provides sales leaders with a visual representation of the different stages of the sales process ,営業パイプライン
remote work,,リモートワーク
quick search,a feature for performing a quick search within the plarform,クイック検索
recycle bin,,ごみ箱
release,usually refers to feature release,リリース
run,as in Run command,実行
search everything,perform a search within monday,すべて検索
search everything,a feature for performing wide search accross the plarform,すべて検索
progress tracking,,進捗追跡,文脈により間に「の」を入れる等
reporting,,レポート,alternative: 報告
recruiting,HR term,採用
partner,"As in ""Business partner"". A partnership is a formal arrangement by two or more parties to manage and operate a business and share its profits.",パートナー
office ops,Office operations,オフィス業務
plugin,similar to integration - a software component that adds a specific feature to an existing computer program.,プラグイン
Q2,2nd Quarter,第2四半期,"Note: if there is a limited space, leave Q2"
search bar,,検索バー
person,,ユーザー
scope,"as in ""scope of work""",スコープ、適用範囲
save time,,時間の節約
sales team,,営業チーム
seats,"Refers to as ""users"". For example - in the pricing page - 40 seats = 40 users",ユーザー
social media calendar,,ソーシャルメディアカレンダー
shareable boards,,共有ボード
Q3,3rd Quarter,第3四半期,"Note: if there is a limited space, leave Q3"
search filter board feature,,検索フィルターボード
pro plan,,プロプラン
sales rep.,short for Sales Representative,営業担当者
recipe,"reffers to an automation recipe - for example ""When X happens, notify Y""",レシピ
platform,,プラットフォーム
report,,レポート
paying account,,有料アカウント
permissions,,権限
pin,,ピン留め
revenue,Income,収益
shortcut,,ショートカット
solution,"a set of pre-made boards designed for a specific use case - for example, HR solution, Project Management solution, Construction solution",ソリューション
Single Sign On,SSO,シングルサインオン
takeaway,Lesson learned,重要点
string,,文字列
sprint management,Sprint planning/management is an event that kicks off the sprint. The purpose of sprint planning is to define what can be delivered in the sprint and how that work will be achieved.,スプリント管理
ticket,"for example: ""IT ticket"" is a ticket is a report or service request from the IT team",チケット
two-factor authentication,,二要素認証
tutorial video,a platform walk-through/how-to video,チュートリアル動画
subscribers,,フォロワー
timeline,,タイムライン
Startup for Startup,,Startup for Startup
teammates,,チームメイト
timeline column,type of column,タイムラインカラム
timeline view,a view to present all the information from a board as a timeline,タイムラインビュー
to manage,,管理する
timeline summary,,タイムラインサマリー
text column,a column that allows you to display text,テキストカラム
team,,チーム
versus/VS.,,対,文脈による
vs,,vs
update section,The Updates Section is where you can communicate and collaborate with all your team members and collect important details of your item.,アップデートパネル,FYI: ボードの右側にある、コメントを残したりファイルをアップデートする箇所
updates section,,アップデートパネル,FYI: ボードの右側にある、コメントを残したりファイルをアップデートする箇所
team lead,,チームリード
table,,テーブル
user,,ユーザー
use cases,,ユースケース
volunteer management,,ボランティア管理
Welcome to,,xxxへようこそ,"Replace ""xxx"" with a proper noun."
twentyfour seven,,年中
trigger,,トリガー,cf) verb: 起こす
virtual team,,バーチャルチーム
summary,,サマリー/概要
tag,,タグ
stuck,,スタック
subitem,,サブアイテム
seat,usually referring to amount of users that can access the platform within a specific plan,ユーザー,こちらは、座席という翻訳ではなく、あくまでダッシュボードを利用できる人数を数えるための「ユーザー」という単位です。
Story points,"Story points are units of measure for expressing an estimate of the overall effort required to fully implement a product backlog item or any other piece of work. Teams assign story points relative to work complexity, the amount of work, and risk or uncertainty.",ストーリーポイント
streamline,become more efficient and effective by employing faster or simpler working methods.,効率化
sprint metadata,,スプリント・メタデータ
SMB,"Short for ""small-medium busienesses""",SMB,初回訳出時にSMB (中小企業)の説明追加可
stakeholder,,ステークホルダー／関係者
tab,,タブ
template,,テンプレート
the next level,,,定義不要
world clock,,世界時計
WorkForms,WorkForms,WorkForms
viewer,,閲覧者
training,,トレーニング
visual,,ビジュアル
vote column,type of column that allows users to vote to specific item,投票カラム
trial,,トライアル
workdoc,,workdoc
team work,,チームワーク
tip,,ヒント
to do,,To Do
team members,,チームメンバー
time tracking,,時間追跡
view,,ビュー
update,,アップデート / 更新
tier,,階層/プラン,alternative: レベル
whiteboard,,ホワイトボード
upgrade,,アップグレード
workspace,"Workspaces can be thought of as large, organizational folders used to categorize the content in an account. They can be used to organize information according to different teams, projects, or whatever other categories your team operates with.",ワークスペース
world Clock column,,世界時計カラム
startup,,スタートアップ
sprint,a set period of time during which specific work has to be completed and made ready for review. Each sprint begins with a planning meeting.,スプリント
seats,usually referring to amount of users that can access the platform within a specific plan,ユーザー
standard plan,,スタンダードプラン
sprint retrospective,The sprint retrospective is a recurring meeting of software developers held at the end of a sprint used to discuss what went well during the previous sprint cycle and what can be improved for the next sprint.,スプリント・レトロスペクティブ会議
social media marketing,,ソーシャルメディアマーケティング
social media schedule,,ソーシャルメディアスケジュール
social media,,ソーシャルメディア
social media team,,ソーシャルメディアチーム
status column,a column type to show the status of a certain item,ステータスカラム
thumbed up,,いいね
tags column,"a column that allows you to display tags (#work, #personal…)",タグカラム
template center,,テンプレートセンター
terms of service,,利用規約
visualise,,視覚化する
timeframe,,タイムフレーム,alternative: 時間枠
sync meeting,short team gatherings to go over tasks and statuses,同期会議
workload,,仕事量
task,,タスク
gap analysis,,ギャップ分析
explore,,,定義不要 (depending on the context)
Trusted by,,〜から信頼されています・〜からの厚い信頼
workflow,,ワークフロー
track,,追跡
around the world,,世界中
unarchive,,アーカイブを解除
widget,"Widgets are often used in a dashboard, for example - battery widget.",ウィジェット
URL adresss,,URL
working on it,"""Working on it"" status",対応中
work without limits,monday's tagline. If it sounds bad in your language - please change it to something similar,自由に働く
voting column,type of column that allows users to vote to specific item,投票カラム
widget,"Widgets are often used in a dashboard, for example - battery widget.",ウィジェット
work management,,"業務管理 or ""Work Management"" (product name)"
Work OS,Work Operating System,Work OS
default,,デフォルト/初期設定
won deal,categorizing the sale as 100% closed and completed,受注案件
Gantt chart,,ガントチャート
resource,,リソース,"Use in the context of ""human resource"",  ""creative resource"" and etc."
Be the first,,いち早く
content team,,コンテンツチーム
demo booth,,デモブース
project manager,,プロジェクトマネージャー
Work It Out,,,定義不要 (depending on the context)
talk,,,定義不要 (depending on the context)
Epic,,エピック,"Use this when spelled with a capital E in the context of monday products.  Otherwise, translate accordingly."
User Story,,ユーザーストーリー
feedback,,フィードバック・ご意見・意見,Use one of the translations depending on the context.
in the background,,〜はバックグラウンドで
enterprise client,,エンタープライズのクライアント
enterprise customer,,エンタープライズのお客様
ent customer,,エンタープライズのお客様
ent client,,エンタープライズのクライアント
HIPAA,,HIPAA,The Health Insurance Portability and Accountability Act of 1996
GDPR,,GDPR,（EU一般データ保護規則）（GDPR：General Data Protection Regulation）
Multi-level permissions,,マルチレベルの権限
AI Assistant,, AI Assistant
spaces,Don't translate when referring to monday spaces feature,spaces
smartling,,Smartling
Smartling,,Smartling,スマートリング
prospect,,プロスペクト
potential client,,見込み客
rollout,,ロールアウト
contributor,,共同編集者・担当者,Use one of the translations depending on the context.
sandbox,,サンドボックス
forecasted,,予測
revenue,,収益
pipeline,,パイプライン
insights,,インサイト
out of the box,,設定不要で
master class,,マスタークラス
benchmark,,ベンチマーク
unique,,,定義不要
source of truth,,信頼できる唯一の情報源
pricing,,料金プラン
no-code,,ノーコード
Show all,,すべて表示
Discovery,,ディスカバリー,Depends on the context
Pipeline (sales pipeline),,パイプライン（営業パイプライン）
auto-enrich,A function in CRM solution,自動エンリッチ
burn-down chart,,バーンダウンチャート
Actual SP,,実績 SP
burndown,,バーンダウン
burndown chart,,バーンダウンチャート
daily standup,,日次進捗会議
estimated SP,,推定 SP
scrum,,スクラム
scrum team,,スクラムチーム
SP,,SP
monday product suite,,monday 製品スイート
Live Chat,,ライブチャット
Parent template,,親テンプレート
Child templates,,子テンプレート
monday service,,monday service,product names stay in english
Managed template,,マネージドテンプレート
Managed template,,マネージドテンプレート
weekly capacity,,週次キャパシティ
sales cycle,,セールスサイクル
AI Blocks,,AI Blocks
Managed services,,マネージドサービス
Agility,,機敏性・アジリティ,Use one of the translations depending on the context.
sponsor,,スポンサー
canvas,,キャンバス
alignment,,整合性・配置・足並み,Use one of the translations depending on the context.
prioritization,,優先順位付け
champion,,チャンピオン
No touch/High touch,,ノータッチ／ハイタッチ
Lead generation,,リードジェネレーション
capacity,,,定義不要
hierarchy,,階層
child,,子
parent,,親
asset,,アセット・資産,Use one of the translations depending on the context.
repository,,リポジトリ
performance,,パフォーマンス
sales,,セールス・営業
scale,,,定義不要
outreach,,アウトリーチ
silo,,サイロ化
assign,,割り当て
placeholder text,,プレースホルダーテキスト
department,,部門
AI-powered,,AI 搭載・AI 搭載機能,Use one of the translations depending on the context.
insights,,インサイト
governance,,ガバナンス
digital worker,,デジタルワーカー
executive,,エグゼクティブ
prompt,,プロンプト
Follow-up,,フォローアップ
deck,,デッキ
Trust Center,,トラストセンター
mitigation,,緩和
metrics,,指標
ceremony,,セレモニー
deliverability,,到達率
Rollup,,ロールアップ
encrypt,,暗号化
privacy,,プライバシー
bottleneck,,ボトルネック
analytics,,分析・アナリティクス,Use one of the translations depending on the context.
approach,,アプローチ
upload,,アップロード
policy,,ポリシー
accountability,,責任
Sidekick,,Sidekick
large,,,定義不要
sales funnel,,セールスファネル
Contributor,,共同編集者・担当者
sentiment,,センチメント
notetaker,,ノートテイカー
Starter,,スターター

logic,,ロジック
inputs,,入力内容
Brand awareness,,ブランド認知度
enterprise readiness,,エンタープライズ対応状況
block,,,定義不要
revenue journey,,収益化プロセス


Agent,,エージェント,Product & Features
AI Agents,,AI エージェント,Product & Features
AI Workflows,,AI ワークフロー,Product & Features
AI Notetaker ,,AI ノートテイカー,Product & Features
Vibe,,Vibe,Product & Features
monday sidekick,,monday sidekick,Product & Features
monday workflows,,monday workflows,Product & Features
monday agents,,monday agents,Product & Features
monday vibe,,monday vibe,Product & Features
monday campaigns,,monday campaigns,Product & Features
AI credits,,AI クレジット,Product & Features

AI App builder,,AI アプリビルダー
AI Workflows,,AI ワークフロー
AI-first,,AI ファースト,定義不要
Code Reviewer,,コードレビュアー
Meeting Scheduler,,会議スケジューラー
Sales Agent,,セールスエージェント
Service Agent,,サービスエージェント
Early access,,早期アクセス
Agentic,,自律型
Agentic workflows,,自律型ワークフロー
revenue teams,,レベニューチーム
ticket triage,,チケットトリアージ
SLA,,SLA
Brands,,ブランド
Branded,,ブランド化・ブランド,Use one of the translations depending on the context.
2 way ,,双方向
Incident management,,インシデント管理
AI Work Platform,,AI ワークプラットフォーム

bite-sized lessons,"Short, easy onboarding lessons (marketing copy)",クイックレッスン,Avoid literal 一口サイズ/小分け.
Shared visibility,Cross-team visibility of work/tasks,タスクの見える化,"back-translation ""make tasks visible""."
